shipment_id,supplier_id,product_id,destination_warehouse_id,origin_city,origin_country,destination_city,destination_country,order_date,scheduled_delivery_date,actual_delivery_date,delay_days,shipping_mode,carrier,status,quantity_units,shipment_cost_usd,is_late,late_delivery_risk,severity,risk_score
SHP-0837,SUP-049,PRD-146,WH-07,Atlanta,Canada,London,United Kingdom,2022-02-26,2022-03-03,2022-03-03,0,Road,XPO Logistics,Delivered,222,8080.8,0,0.11,low,0.036
SHP-0838,SUP-034,PRD-101,WH-07,Nairobi,South Africa,London,United Kingdom,2023-04-22,2023-05-19,2023-05-19,0,Air,Emirates SkyCargo,Delivered,368,177744.0,0,0.83,low,0.261
SHP-0839,SUP-001,PRD-003,WH-14,Nairobi,Nigeria,Johannesburg,South Africa,2022-09-03,2022-09-29,2022-09-30,1,Sea,Maersk,Delayed,395,29704.0,1,0.41,medium,0.278
SHP-0840,SUP-043,PRD-127,WH-01,Shanghai,Australia,Chicago,United States,2024-10-10,2024-10-29,2024-10-29,0,Air,DHL,Delivered,226,93790.0,0,0.22,low,0.069
SHP-0841,SUP-047,PRD-140,WH-11,Dallas,United States,Santiago,Chile,2023-10-04,2023-10-11,2023-10-11,0,Air,FedEx,Delivered,470,96350.0,0,0.13,low,0.04
SHP-0842,SUP-008,PRD-022,WH-09,Dallas,Mexico,São Paulo,Brazil,2024-12-03,2024-12-08,2024-12-08,0,Road,J.B. Hunt,In Transit,151,792.75,0,0.06,low,0.019
SHP-0843,SUP-043,PRD-127,WH-12,Jakarta,Australia,Singapore,Singapore,2024-10-01,2024-10-20,2024-10-20,0,Air,Emirates SkyCargo,Delivered,308,127820.0,0,0.16,low,0.051
SHP-0844,SUP-006,PRD-016,WH-01,Lima,Peru,Chicago,United States,2024-10-17,2024-11-03,2024-11-04,1,Road,XPO Logistics,Delayed,327,8698.2,1,0.76,medium,0.385
SHP-0845,SUP-016,PRD-047,WH-05,Accra,Kenya,Berlin,Germany,2022-11-01,2022-11-25,2022-11-25,0,Sea,CMA CGM,Delivered,474,568.8,0,0.94,low,0.294
SHP-0846,SUP-011,PRD-032,WH-02,São Paulo,Brazil,Los Angeles,United States,2023-12-16,2023-12-27,2023-12-27,0,Road,XPO Logistics,Delivered,480,21672.0,0,0.38,low,0.124
SHP-0847,SUP-017,PRD-051,WH-05,Accra,Egypt,Berlin,Germany,2023-11-22,2023-12-24,2023-12-24,0,Rail,BNSF Railway,Delivered,445,19246.25,0,0.17,low,0.052
SHP-0848,SUP-034,PRD-100,WH-15,Nairobi,South Africa,Lagos,Nigeria,2023-05-20,2023-06-16,2023-06-27,11,Sea,MSC,Delayed,50,4110.0,1,0.92,high,0.838
SHP-0849,SUP-036,PRD-108,WH-15,Accra,Kenya,Lagos,Nigeria,2022-07-06,2022-07-26,2022-07-31,5,Sea,MSC,Delayed,407,30443.6,1,0.81,medium,0.589
SHP-0850,SUP-018,PRD-053,WH-02,London,Poland,Los Angeles,United States,2024-07-06,2024-07-12,2024-07-14,2,Sea,MSC,Delayed,62,756.4,1,0.5,medium,0.35
SHP-0851,SUP-037,PRD-109,WH-02,Milan,Germany,Los Angeles,United States,2024-03-07,2024-03-16,2024-03-16,0,Road,J.B. Hunt,Delivered,48,856.8,0,0.81,low,0.263
SHP-0852,SUP-004,PRD-010,WH-02,Atlanta,United States,Los Angeles,United States,2022-12-22,2022-12-27,2022-12-27,0,Road,J.B. Hunt,Delivered,34,3165.4,0,0.06,low,0.02
SHP-0853,SUP-025,PRD-074,WH-01,Bogotá,Brazil,Chicago,United States,2022-04-18,2022-04-30,2022-05-03,3,Road,J.B. Hunt,Delayed,209,25602.5,1,0.85,medium,0.501
SHP-0854,SUP-004,PRD-010,WH-02,Vancouver,United States,Los Angeles,United States,2023-01-16,2023-01-21,2023-01-21,0,Air,DHL,Delivered,273,72618.0,0,0.11,low,0.035
SHP-0855,SUP-045,PRD-135,WH-05,Berlin,Poland,Berlin,Germany,2024-10-28,2024-11-09,2024-11-09,0,Rail,BNSF Railway,Delivered,436,25397.0,0,0.32,low,0.1
SHP-0856,SUP-027,PRD-079,WH-03,Amsterdam,Germany,Toronto,Canada,2024-02-01,2024-02-11,2024-02-11,0,Air,Emirates SkyCargo,Delivered,146,72708.0,0,0.54,low,0.169
SHP-0857,SUP-022,PRD-065,WH-08,Lima,Chile,Amsterdam,Netherlands,2024-12-28,2025-01-15,2025-01-15,0,Road,DB Schenker,In Transit,441,48002.85,0,0.17,low,0.054
SHP-0858,SUP-023,PRD-067,WH-15,Ho Chi Minh City,India,Lagos,Nigeria,2022-01-22,2022-02-14,2022-02-14,0,Sea,MSC,Delivered,85,4692.0,0,0.55,low,0.175
SHP-0859,SUP-020,PRD-058,WH-13,Tokyo,Singapore,Tokyo,Japan,2022-11-22,2022-12-20,2022-12-20,0,Sea,Maersk,Delivered,294,22167.6,0,0.15,low,0.049
SHP-0860,SUP-050,PRD-149,WH-14,Ho Chi Minh City,Japan,Johannesburg,South Africa,2023-08-10,2023-08-28,2023-08-29,1,Road,XPO Logistics,Delayed,64,1500.8,1,0.82,medium,0.408
SHP-0861,SUP-037,PRD-109,WH-07,Berlin,Germany,London,United Kingdom,2024-08-18,2024-08-27,2024-08-28,1,Air,Emirates SkyCargo,Delayed,432,22032.0,1,0.67,medium,0.366
SHP-0862,SUP-033,PRD-099,WH-10,Vancouver,Mexico,Bogotá,Colombia,2022-10-20,2022-10-24,2022-10-24,0,Road,J.B. Hunt,Delivered,498,61527.9,0,0.5,low,0.158
SHP-0863,SUP-017,PRD-049,WH-08,Johannesburg,Egypt,Amsterdam,Netherlands,2022-01-30,2022-03-03,2022-03-03,0,Rail,DB Cargo,Delivered,199,11193.75,0,0.19,low,0.058
SHP-0864,SUP-045,PRD-133,WH-03,Warsaw,Poland,Toronto,Canada,2022-11-10,2022-11-22,2022-11-22,0,Sea,Maersk,Delivered,114,1254.0,0,0.24,low,0.076
SHP-0865,SUP-027,PRD-081,WH-04,Berlin,Germany,Houston,United States,2022-12-17,2022-12-27,2022-12-28,1,Sea,MSC,Delayed,49,793.8,1,0.38,medium,0.266
SHP-0866,SUP-006,PRD-017,WH-06,Lima,Peru,Paris,France,2022-02-05,2022-02-22,2022-03-12,18,Air,DHL,Delayed,370,76960.0,1,0.72,high,0.778
SHP-0867,SUP-030,PRD-088,WH-12,Sydney,Japan,Singapore,Singapore,2022-09-03,2022-09-21,2022-09-21,0,Sea,Maersk,Delivered,352,8448.0,0,0.9,low,0.283
SHP-0868,SUP-036,PRD-108,WH-12,Nairobi,Kenya,Singapore,Singapore,2024-03-03,2024-03-23,2024-03-31,8,Air,Emirates SkyCargo,Delayed,252,94248.0,1,0.79,high,0.718
SHP-0869,SUP-014,PRD-041,WH-06,Bogotá,Brazil,Paris,France,2024-12-06,2024-12-22,2024-12-22,0,Sea,MSC,In Transit,471,34571.4,0,0.1,low,0.032
SHP-0870,SUP-050,PRD-148,WH-14,Ho Chi Minh City,Japan,Johannesburg,South Africa,2022-10-22,2022-11-09,2022-11-12,3,Rail,Union Pacific,Delayed,84,1386.0,1,0.9,medium,0.522
SHP-0871,SUP-028,PRD-082,WH-04,Santiago,Colombia,Houston,United States,2024-05-05,2024-05-25,2024-05-25,0,Rail,Union Pacific,Delivered,206,10351.5,0,0.45,low,0.142
SHP-0872,SUP-046,PRD-137,WH-01,Mumbai,India,Chicago,United States,2022-12-07,2022-12-27,2022-12-27,0,Road,J.B. Hunt,Delivered,206,8507.8,0,0.32,low,0.099
SHP-0873,SUP-040,PRD-119,WH-02,Madrid,United Kingdom,Los Angeles,United States,2023-03-14,2023-03-24,2023-03-29,5,Rail,BNSF Railway,Delayed,231,18999.75,1,0.67,medium,0.537
SHP-0874,SUP-019,PRD-056,WH-06,Buenos Aires,Peru,Paris,France,2024-02-27,2024-03-11,2024-03-19,8,Air,DHL,Delayed,217,32984.0,1,0.52,high,0.626
SHP-0875,SUP-015,PRD-044,WH-15,London,Germany,Lagos,Nigeria,2024-04-03,2024-04-09,2024-04-09,0,Sea,Maersk,Delivered,464,34800.0,0,0.87,low,0.283
SHP-0876,SUP-037,PRD-110,WH-15,Berlin,Germany,Lagos,Nigeria,2022-07-18,2022-07-27,2022-07-28,1,Air,DHL,Delayed,180,29340.0,1,0.93,medium,0.444
SHP-0877,SUP-028,PRD-082,WH-11,Buenos Aires,Colombia,Santiago,Chile,2023-09-22,2023-10-12,2023-10-19,7,Road,DB Schenker,Delayed,263,18502.05,1,0.45,high,0.557
SHP-0878,SUP-015,PRD-044,WH-01,Paris,Germany,Chicago,United States,2022-11-24,2022-11-30,2022-11-30,0,Sea,CMA CGM,Delivered,486,36450.0,0,0.84,low,0.274
SHP-0879,SUP-014,PRD-042,WH-06,Santiago,Brazil,Paris,France,2023-07-30,2023-08-15,2023-08-15,0,Rail,BNSF Railway,Delivered,95,9215.0,0,0.32,low,0.098
SHP-0880,SUP-009,PRD-025,WH-07,Warsaw,Poland,London,United Kingdom,2024-08-26,2024-09-05,2024-09-06,1,Road,DB Schenker,Delayed,496,37324.0,1,0.48,medium,0.295
SHP-0881,SUP-041,PRD-121,WH-15,Shanghai,India,Lagos,Nigeria,2024-10-04,2024-10-23,2024-10-23,0,Sea,MSC,Delivered,63,5695.2,0,0.32,low,0.099
SHP-0882,SUP-006,PRD-016,WH-11,Lima,Peru,Santiago,Chile,2023-09-07,2023-09-24,2023-09-24,0,Rail,BNSF Railway,Delivered,120,2280.0,0,0.94,low,0.294
SHP-0883,SUP-026,PRD-077,WH-15,Nairobi,South Africa,Lagos,Nigeria,2024-10-10,2024-10-31,2024-11-06,6,Sea,Maersk,Delayed,206,15779.6,1,0.61,high,0.559
SHP-0884,SUP-017,PRD-051,WH-07,Accra,Egypt,London,United Kingdom,2022-02-18,2022-03-22,2022-03-22,0,Air,DHL,Delivered,378,65394.0,0,0.14,low,0.043
SHP-0885,SUP-034,PRD-101,WH-08,Johannesburg,South Africa,Amsterdam,Netherlands,2023-07-13,2023-08-09,2023-08-09,0,Air,Emirates SkyCargo,Delivered,36,17388.0,0,0.69,low,0.219
SHP-0886,SUP-044,PRD-130,WH-14,Nairobi,Nigeria,Johannesburg,South Africa,2023-11-13,2023-12-04,2023-12-05,1,Sea,MSC,Delayed,207,20037.6,1,0.29,medium,0.236
SHP-0887,SUP-033,PRD-098,WH-10,Toronto,Mexico,Bogotá,Colombia,2023-12-11,2023-12-15,2023-12-15,0,Road,DB Schenker,Delivered,164,11020.8,0,0.43,low,0.137
SHP-0888,SUP-034,PRD-102,WH-15,Nairobi,South Africa,Lagos,Nigeria,2024-11-08,2024-12-05,2024-12-05,0,Air,DHL,Cancelled,144,37872.0,0,0.67,low,0.213
SHP-0889,SUP-029,PRD-085,WH-11,Lima,Colombia,Santiago,Chile,2023-05-01,2023-05-11,2023-05-11,0,Air,DHL,Delivered,397,103220.0,0,0.59,low,0.187
SHP-0890,SUP-044,PRD-130,WH-05,Accra,Nigeria,Berlin,Germany,2024-08-01,2024-08-22,2024-08-22,0,Sea,CMA CGM,Delivered,82,7937.6,0,0.07,low,0.025
SHP-0891,SUP-012,PRD-034,WH-06,London,Spain,Paris,France,2022-07-07,2022-07-14,2022-07-15,1,Road,XPO Logistics,Delayed,45,220.5,1,0.57,medium,0.322
SHP-0892,SUP-030,PRD-089,WH-02,Singapore,Japan,Los Angeles,United States,2023-02-09,2023-02-27,2023-03-07,8,Road,J.B. Hunt,Delayed,462,7761.6,1,0.91,high,0.746
SHP-0893,SUP-034,PRD-100,WH-14,Johannesburg,South Africa,Johannesburg,South Africa,2022-12-27,2023-01-23,2023-01-23,0,Rail,BNSF Railway,Delivered,116,11919.0,0,0.86,low,0.27
SHP-0894,SUP-048,PRD-142,WH-01,Buenos Aires,Peru,Chicago,United States,2023-10-21,2023-11-04,2023-11-04,0,Sea,MSC,Delivered,345,18837.0,0,0.3,low,0.09
SHP-0895,SUP-024,PRD-072,WH-14,Ho Chi Minh City,Indonesia,Johannesburg,South Africa,2023-03-23,2023-04-14,2023-04-14,0,Sea,CMA CGM,Delivered,475,6840.0,0,0.94,low,0.3
SHP-0896,SUP-022,PRD-065,WH-11,São Paulo,Chile,Santiago,Chile,2023-12-02,2023-12-20,2023-12-20,0,Road,XPO Logistics,Delivered,365,39730.25,0,0.28,low,0.087
SHP-0897,SUP-049,PRD-146,WH-01,Los Angeles,Canada,Chicago,United States,2023-10-15,2023-10-20,2023-10-20,0,Rail,Union Pacific,Delivered,377,9802.0,0,0.25,low,0.078
SHP-0898,SUP-047,PRD-139,WH-07,Atlanta,United States,London,United Kingdom,2023-10-16,2023-10-23,2023-10-23,0,Road,DB Schenker,Delivered,209,5705.7,0,0.2,low,0.061
SHP-0899,SUP-037,PRD-110,WH-14,Amsterdam,Germany,Johannesburg,South Africa,2023-04-13,2023-04-22,2023-04-25,3,Sea,MSC,Delayed,257,8378.2,1,0.91,medium,0.528
SHP-0900,SUP-035,PRD-104,WH-05,Lagos,Kenya,Berlin,Germany,2024-02-29,2024-03-26,2024-03-27,1,Air,Emirates SkyCargo,Delayed,96,16320.0,1,0.17,medium,0.199
SHP-0901,SUP-002,PRD-005,WH-05,Lagos,Ghana,Berlin,Germany,2022-11-16,2022-12-13,2022-12-14,1,Air,FedEx,Delayed,101,23028.0,1,0.44,medium,0.287
SHP-0902,SUP-040,PRD-119,WH-08,Amsterdam,United Kingdom,Amsterdam,Netherlands,2024-09-23,2024-10-03,2024-10-06,3,Sea,CMA CGM,Delayed,50,3290.0,1,0.76,medium,0.474
SHP-0903,SUP-010,PRD-028,WH-10,Vancouver,Mexico,Bogotá,Colombia,2024-11-26,2024-11-29,2024-11-29,0,Sea,MSC,Delivered,343,754.6,0,0.1,low,0.031
SHP-0904,SUP-044,PRD-131,WH-12,Accra,Nigeria,Singapore,Singapore,2022-09-07,2022-09-28,2022-09-28,0,Air,FedEx,Delivered,433,3464.0,0,0.26,low,0.082
SHP-0905,SUP-011,PRD-032,WH-07,Santiago,Brazil,London,United Kingdom,2023-11-08,2023-11-19,2023-11-20,1,Sea,MSC,Delayed,344,8875.2,1,0.62,medium,0.341
SHP-0906,SUP-036,PRD-107,WH-08,Accra,Kenya,Amsterdam,Netherlands,2023-11-10,2023-11-30,2023-12-16,16,Road,J.B. Hunt,Delayed,486,5953.5,1,0.72,high,0.787
SHP-0907,SUP-042,PRD-126,WH-01,Buenos Aires,Peru,Chicago,United States,2024-09-27,2024-10-10,2024-10-10,0,Sea,Maersk,Delivered,216,2894.4,0,0.58,low,0.184
SHP-0908,SUP-044,PRD-131,WH-15,Accra,Nigeria,Lagos,Nigeria,2024-10-02,2024-10-23,2024-10-23,0,Rail,BNSF Railway,Delivered,156,312.0,0,0.07,low,0.025
SHP-0909,SUP-030,PRD-088,WH-03,Seoul,Japan,Toronto,Canada,2024-01-16,2024-02-03,2024-02-04,1,Air,Emirates SkyCargo,Delayed,267,32040.0,1,0.82,medium,0.404
SHP-0910,SUP-023,PRD-068,WH-15,Jakarta,India,Lagos,Nigeria,2023-02-14,2023-03-09,2023-03-09,0,Rail,BNSF Railway,Delivered,329,19328.75,0,0.39,low,0.127
SHP-0911,SUP-049,PRD-145,WH-04,Atlanta,Canada,Houston,United States,2023-05-24,2023-05-29,2023-05-29,0,Road,XPO Logistics,Delivered,172,3852.8,0,0.13,low,0.042
SHP-0912,SUP-013,PRD-038,WH-12,Shanghai,Singapore,Singapore,Singapore,2023-10-15,2023-11-04,2023-11-04,0,Sea,CMA CGM,Delivered,247,10621.0,0,0.28,low,0.086
SHP-0913,SUP-010,PRD-029,WH-05,Atlanta,Mexico,Berlin,Germany,2023-02-10,2023-02-13,2023-02-13,0,Air,DHL,Delivered,185,60125.0,0,0.34,low,0.103
SHP-0914,SUP-011,PRD-031,WH-03,Lima,Brazil,Toronto,Canada,2024-09-04,2024-09-15,2024-09-18,3,Road,J.B. Hunt,Delayed,242,20073.9,1,0.54,medium,0.407
SHP-0915,SUP-031,PRD-091,WH-10,Chicago,United States,Bogotá,Colombia,2023-08-03,2023-08-07,2023-08-07,0,Sea,CMA CGM,Delivered,387,16099.2,0,0.86,low,0.273
SHP-0916,SUP-037,PRD-109,WH-06,London,Germany,Paris,France,2022-11-07,2022-11-16,2022-11-17,1,Air,FedEx,Delayed,202,10302.0,1,0.75,medium,0.39
SHP-0917,SUP-032,PRD-095,WH-15,Cairo,Kenya,Lagos,Nigeria,2024-03-31,2024-05-04,2024-05-04,0,Sea,MSC,Delivered,375,21750.0,0,0.4,low,0.13
SHP-0918,SUP-008,PRD-022,WH-05,Toronto,Mexico,Berlin,Germany,2022-08-25,2022-08-30,2022-08-30,0,Sea,Maersk,Delivered,350,1050.0,0,0.26,low,0.079
SHP-0919,SUP-003,PRD-007,WH-08,Milan,Italy,Amsterdam,Netherlands,2022-10-28,2022-11-02,2022-11-02,0,Sea,MSC,Delivered,407,30606.4,0,0.24,low,0.075
SHP-0920,SUP-031,PRD-091,WH-06,Atlanta,United States,Paris,France,2024-10-05,2024-10-09,2024-10-17,8,Air,DHL,Delayed,321,66768.0,1,0.66,high,0.673
SHP-0921,SUP-020,PRD-060,WH-15,Shanghai,Singapore,Lagos,Nigeria,2023-12-17,2024-01-14,2024-01-14,0,Sea,MSC,Delivered,280,3248.0,0,0.32,low,0.1
SHP-0922,SUP-015,PRD-044,WH-08,London,Germany,Amsterdam,Netherlands,2022-01-16,2022-01-22,2022-01-22,0,Road,J.B. Hunt,Delivered,218,28612.5,0,0.7,low,0.232
SHP-0923,SUP-018,PRD-054,WH-01,Stockholm,Poland,Chicago,United States,2023-02-05,2023-02-11,2023-02-12,1,Sea,Maersk,Delayed,248,12052.8,1,0.53,medium,0.314
SHP-0924,SUP-045,PRD-135,WH-14,Warsaw,Poland,Johannesburg,South Africa,2022-11-26,2022-12-08,2022-12-08,0,Rail,DB Cargo,Delivered,122,7106.5,0,0.28,low,0.088
SHP-0925,SUP-050,PRD-150,WH-03,Mumbai,Japan,Toronto,Canada,2023-09-14,2023-10-02,2023-10-08,6,Rail,Union Pacific,Delayed,131,4355.75,1,0.8,high,0.627
SHP-0926,SUP-025,PRD-073,WH-01,Buenos Aires,Brazil,Chicago,United States,2023-11-15,2023-11-27,2023-12-17,20,Sea,MSC,Delayed,328,27027.2,1,0.88,high,0.825
SHP-0927,SUP-037,PRD-110,WH-14,Madrid,Germany,Johannesburg,South Africa,2022-10-28,2022-11-06,2022-11-06,0,Sea,Maersk,Cancelled,175,5705.0,0,0.78,low,0.254
SHP-0928,SUP-049,PRD-147,WH-03,Los Angeles,Canada,Toronto,Canada,2022-04-20,2022-04-25,2022-04-25,0,Rail,BNSF Railway,Delivered,468,52650.0,0,0.16,low,0.051
SHP-0929,SUP-023,PRD-068,WH-12,Ho Chi Minh City,India,Singapore,Singapore,2022-03-13,2022-04-05,2022-04-05,0,Air,DHL,Delivered,81,19035.0,0,0.63,low,0.199
SHP-0930,SUP-050,PRD-150,WH-12,Singapore,Japan,Singapore,Singapore,2022-12-24,2023-01-11,2023-01-12,1,Rail,BNSF Railway,Delayed,375,12468.75,1,0.82,medium,0.408
SHP-0931,SUP-023,PRD-067,WH-15,Tokyo,India,Lagos,Nigeria,2022-11-10,2022-12-03,2022-12-04,1,Sea,Maersk,Delayed,274,15124.8,1,0.48,medium,0.299
SHP-0932,SUP-035,PRD-104,WH-05,Johannesburg,Kenya,Berlin,Germany,2022-04-01,2022-04-27,2022-04-27,0,Rail,BNSF Railway,Delivered,164,6970.0,0,0.27,low,0.084
SHP-0933,SUP-018,PRD-053,WH-05,Madrid,Poland,Berlin,Germany,2023-10-21,2023-10-27,2023-10-29,2,Road,J.B. Hunt,Delayed,379,8091.65,1,0.5,medium,0.35
SHP-0934,SUP-020,PRD-060,WH-12,Ho Chi Minh City,Singapore,Singapore,Singapore,2023-11-27,2023-12-25,2023-12-25,0,Air,Emirates SkyCargo,Delivered,481,27898.0,0,0.16,low,0.052
SHP-0935,SUP-040,PRD-120,WH-07,Stockholm,United Kingdom,London,United Kingdom,2023-12-12,2023-12-22,2023-12-28,6,Rail,Union Pacific,Delayed,95,8858.75,1,0.89,high,0.648
SHP-0936,SUP-050,PRD-149,WH-14,Jakarta,Japan,Johannesburg,South Africa,2023-10-11,2023-10-29,2023-10-29,0,Sea,CMA CGM,Delivered,461,6177.4,0,0.85,low,0.272
SHP-0937,SUP-004,PRD-011,WH-06,Toronto,United States,Paris,France,2023-12-01,2023-12-06,2023-12-06,0,Road,XPO Logistics,Delivered,455,35353.5,0,0.29,low,0.089
SHP-0938,SUP-012,PRD-034,WH-03,Paris,Spain,Toronto,Canada,2024-05-08,2024-05-15,2024-05-15,0,Sea,CMA CGM,Delivered,73,204.4,0,0.52,low,0.162
SHP-0939,SUP-022,PRD-066,WH-08,Buenos Aires,Chile,Amsterdam,Netherlands,2023-04-10,2023-04-28,2023-04-28,0,Sea,MSC,Delivered,394,24664.4,0,0.3,low,0.093
SHP-0940,SUP-029,PRD-087,WH-04,Lima,Colombia,Houston,United States,2023-12-14,2023-12-24,2023-12-24,0,Rail,DB Cargo,Delivered,347,30275.75,0,0.54,low,0.172
SHP-0941,SUP-014,PRD-042,WH-01,São Paulo,Brazil,Chicago,United States,2024-10-30,2024-11-15,2024-11-15,0,Sea,Maersk,Delivered,375,29100.0,0,0.34,low,0.104
SHP-0942,SUP-021,PRD-062,WH-03,Mumbai,Australia,Toronto,Canada,2022-07-17,2022-08-14,2022-08-15,1,Air,Emirates SkyCargo,Delayed,56,2464.0,1,0.67,medium,0.361
SHP-0943,SUP-034,PRD-100,WH-12,Nairobi,South Africa,Singapore,Singapore,2024-11-11,2024-12-08,2024-12-09,1,Sea,MSC,Delayed,345,28359.0,1,0.83,medium,0.406
SHP-0944,SUP-004,PRD-012,WH-05,Chicago,United States,Berlin,Germany,2024-10-20,2024-10-25,2024-10-25,0,Air,Emirates SkyCargo,Delivered,262,118948.0,0,0.31,low,0.095
SHP-0945,SUP-030,PRD-090,WH-13,Sydney,Japan,Tokyo,Japan,2023-12-20,2024-01-07,2024-01-07,0,Rail,Union Pacific,Delivered,39,4056.0,0,0.94,low,0.295
SHP-0946,SUP-008,PRD-023,WH-09,Los Angeles,Mexico,São Paulo,Brazil,2024-12-28,2025-01-02,2025-01-03,1,Sea,CMA CGM,Delayed,260,4316.0,1,0.06,medium,0.164
SHP-0947,SUP-025,PRD-075,WH-05,Buenos Aires,Brazil,Berlin,Germany,2024-10-19,2024-10-31,2024-10-31,0,Rail,Union Pacific,Delivered,55,4111.25,0,0.8,low,0.251
SHP-0948,SUP-035,PRD-104,WH-12,Accra,Kenya,Singapore,Singapore,2022-12-17,2023-01-12,2023-01-12,0,Rail,Union Pacific,Delivered,457,19422.5,0,0.1,low,0.033
SHP-0949,SUP-024,PRD-072,WH-04,Sydney,Indonesia,Houston,United States,2022-08-13,2022-09-04,2022-09-04,0,Sea,Maersk,Delivered,22,316.8,0,0.77,low,0.249
SHP-0950,SUP-050,PRD-150,WH-01,Sydney,Japan,Chicago,United States,2022-03-31,2022-04-18,2022-05-02,14,Sea,CMA CGM,Delayed,247,6570.2,1,0.89,high,0.834
SHP-0951,SUP-010,PRD-028,WH-03,Toronto,Mexico,Toronto,Canada,2022-09-28,2022-10-01,2022-10-01,0,Road,DB Schenker,Delivered,274,1054.9,0,0.16,low,0.049
SHP-0952,SUP-048,PRD-143,WH-09,Lima,Peru,São Paulo,Brazil,2024-01-25,2024-02-08,2024-02-09,1,Sea,CMA CGM,Delayed,379,36687.2,1,0.18,medium,0.199
SHP-0953,SUP-006,PRD-016,WH-02,Bogotá,Peru,Los Angeles,United States,2024-08-30,2024-09-16,2024-09-16,0,Road,XPO Logistics,Delivered,32,851.2,0,0.7,low,0.222
SHP-0954,SUP-041,PRD-121,WH-02,Singapore,India,Los Angeles,United States,2024-02-04,2024-02-23,2024-02-23,0,Rail,BNSF Railway,Delivered,114,12882.0,0,0.22,low,0.069
SHP-0955,SUP-010,PRD-030,WH-01,Houston,Mexico,Chicago,United States,2022-12-23,2022-12-26,2022-12-26,0,Sea,CMA CGM,Delivered,423,10490.4,0,0.05,low,0.016
SHP-0956,SUP-039,PRD-117,WH-09,Chicago,Mexico,São Paulo,Brazil,2023-09-14,2023-09-19,2023-09-26,7,Road,XPO Logistics,Delayed,116,20300.0,1,0.55,high,0.588
SHP-0957,SUP-036,PRD-107,WH-06,Johannesburg,Kenya,Paris,France,2022-12-20,2023-01-09,2023-01-16,7,Road,XPO Logistics,Delayed,361,4422.25,1,0.69,high,0.643
SHP-0958,SUP-038,PRD-112,WH-02,Vancouver,Canada,Los Angeles,United States,2024-11-17,2024-11-20,2024-11-20,0,Air,DHL,Delivered,146,12848.0,0,0.24,low,0.074
SHP-0959,SUP-032,PRD-096,WH-08,Lagos,Kenya,Amsterdam,Netherlands,2023-06-22,2023-07-26,2023-07-26,0,Air,FedEx,Delivered,419,101817.0,0,0.47,low,0.151
SHP-0960,SUP-017,PRD-051,WH-08,Cairo,Egypt,Amsterdam,Netherlands,2024-07-10,2024-08-11,2024-08-11,0,Road,XPO Logistics,Delivered,265,16045.75,0,0.23,low,0.07
SHP-0961,SUP-038,PRD-113,WH-08,Toronto,Canada,Amsterdam,Netherlands,2023-05-10,2023-05-13,2023-05-13,0,Road,DB Schenker,Delivered,327,52303.65,0,0.06,low,0.02
SHP-0962,SUP-006,PRD-018,WH-10,Buenos Aires,Peru,Bogotá,Colombia,2022-03-23,2022-04-09,2022-04-13,4,Rail,Union Pacific,Delayed,448,46704.0,1,0.81,medium,0.535
SHP-0963,SUP-026,PRD-077,WH-13,Accra,South Africa,Tokyo,Japan,2024-09-25,2024-10-16,2024-10-16,0,Sea,CMA CGM,Delivered,306,23439.6,0,0.63,low,0.195
SHP-0964,SUP-043,PRD-129,WH-01,Singapore,Australia,Chicago,United States,2023-11-22,2023-12-11,2023-12-12,1,Air,Emirates SkyCargo,Delayed,335,126295.0,1,0.24,medium,0.22
SHP-0965,SUP-022,PRD-066,WH-02,Bogotá,Chile,Los Angeles,United States,2023-08-15,2023-09-02,2023-09-04,2,Sea,Maersk,Delayed,309,19343.4,1,0.11,medium,0.226
SHP-0966,SUP-025,PRD-073,WH-03,Lima,Brazil,Toronto,Canada,2024-04-22,2024-05-04,2024-05-11,7,Road,XPO Logistics,Delayed,430,62006.0,1,0.88,high,0.69
SHP-0967,SUP-024,PRD-070,WH-04,Jakarta,Indonesia,Houston,United States,2023-02-23,2023-03-17,2023-03-18,1,Rail,BNSF Railway,Delayed,146,14454.0,1,0.71,medium,0.376
SHP-0968,SUP-044,PRD-131,WH-05,Cairo,Nigeria,Berlin,Germany,2023-12-09,2023-12-30,2023-12-30,0,Sea,MSC,Delivered,94,150.4,0,0.13,low,0.043
SHP-0969,SUP-007,PRD-020,WH-02,Dallas,Canada,Los Angeles,United States,2022-11-28,2022-12-02,2022-12-02,0,Rail,BNSF Railway,Delivered,318,11925.0,0,0.6,low,0.188
SHP-0970,SUP-038,PRD-114,WH-11,Houston,Canada,Santiago,Chile,2023-12-16,2023-12-19,2023-12-19,0,Sea,MSC,Delivered,180,4608.0,0,0.09,low,0.029
SHP-0971,SUP-016,PRD-046,WH-08,Johannesburg,Kenya,Amsterdam,Netherlands,2022-03-26,2022-04-19,2022-04-24,5,Road,J.B. Hunt,Delayed,371,16880.5,1,0.78,medium,0.571
SHP-0972,SUP-004,PRD-012,WH-07,Chicago,United States,London,United Kingdom,2024-12-09,2024-12-14,2024-12-14,0,Sea,Maersk,In Transit,336,30508.8,0,0.23,low,0.071
SHP-0973,SUP-050,PRD-149,WH-04,Mumbai,Japan,Houston,United States,2022-11-07,2022-11-25,2022-12-01,6,Air,FedEx,Delayed,124,8308.0,1,0.81,high,0.63
