inventory_id,product_id,warehouse_id,stock_level_units,reorder_point_units,avg_daily_demand,days_of_supply,last_replenishment_date,stockout_count_30d,status
INV-0351,PRD-088,WH-01,265,131,38.7,6,2024-09-04,0,healthy
INV-0352,PRD-088,WH-04,165,131,41.3,3,2024-09-09,2,low
INV-0353,PRD-089,WH-03,494,480,28.0,17,2024-11-12,1,low
INV-0354,PRD-089,WH-12,985,480,21.5,45,2024-11-13,0,healthy
INV-0355,PRD-089,WH-01,117,480,37.5,3,2024-09-06,1,critical
INV-0356,PRD-089,WH-02,1207,480,16.0,75,2024-10-20,1,healthy
INV-0357,PRD-090,WH-02,215,305,38.3,5,2024-10-12,2,critical
INV-0358,PRD-090,WH-13,828,305,23.7,34,2024-10-05,1,healthy
INV-0359,PRD-090,WH-01,521,305,30.7,16,2024-09-23,0,healthy
INV-0360,PRD-090,WH-03,483,305,41.2,11,2024-09-09,1,healthy
INV-0361,PRD-091,WH-04,452,297,29.9,15,2024-09-26,1,healthy
INV-0362,PRD-091,WH-03,603,297,30.4,19,2024-10-30,0,healthy
INV-0363,PRD-091,WH-10,423,297,31.6,13,2024-11-09,0,low
INV-0364,PRD-091,WH-09,0,297,40.8,0,2024-09-01,3,stockout
INV-0365,PRD-092,WH-04,5,356,42.8,0,2024-09-01,3,critical
INV-0366,PRD-092,WH-01,0,356,34.6,0,2024-10-10,5,stockout
INV-0367,PRD-092,WH-02,780,356,14.2,54,2024-11-02,1,healthy
INV-0368,PRD-092,WH-03,682,356,48.8,13,2024-09-12,1,healthy
INV-0369,PRD-093,WH-01,235,445,45.3,5,2024-11-14,1,critical
INV-0370,PRD-093,WH-02,1323,445,27.7,47,2024-09-10,1,healthy
INV-0371,PRD-093,WH-09,556,445,30.6,18,2024-09-17,2,low
INV-0372,PRD-093,WH-04,993,445,18.1,54,2024-11-29,1,healthy
INV-0373,PRD-094,WH-15,102,51,15.5,6,2024-11-14,0,healthy
INV-0374,PRD-094,WH-07,98,51,12.0,8,2024-10-30,1,healthy
INV-0375,PRD-094,WH-14,68,51,23.3,2,2024-09-27,1,low
INV-0376,PRD-094,WH-06,59,51,18.9,3,2024-09-12,0,low
INV-0377,PRD-095,WH-06,569,387,11.7,48,2024-10-16,0,low
INV-0378,PRD-095,WH-07,560,387,28.1,19,2024-10-04,1,low
INV-0379,PRD-095,WH-05,998,387,6.4,155,2024-11-11,1,healthy
INV-0380,PRD-095,WH-08,0,387,29.8,0,2024-10-30,3,stockout
INV-0381,PRD-096,WH-05,445,220,42.4,10,2024-09-26,0,healthy
INV-0382,PRD-096,WH-06,300,220,21.8,13,2024-09-11,2,low
INV-0383,PRD-096,WH-15,324,220,31.4,10,2024-09-03,0,low
INV-0384,PRD-096,WH-08,559,220,13.9,40,2024-09-12,0,healthy
INV-0385,PRD-097,WH-11,731,495,7.3,100,2024-10-26,2,low
INV-0386,PRD-097,WH-03,16,495,22.8,0,2024-11-27,4,critical
INV-0387,PRD-097,WH-01,549,495,12.8,42,2024-10-06,0,low
INV-0388,PRD-097,WH-09,899,495,25.1,35,2024-11-18,0,healthy
INV-0389,PRD-098,WH-09,628,488,23.5,26,2024-09-08,1,low
INV-0390,PRD-098,WH-11,876,488,17.6,49,2024-09-26,1,healthy
INV-0391,PRD-098,WH-02,270,488,44.8,6,2024-11-20,2,critical
INV-0392,PRD-098,WH-03,585,488,40.8,14,2024-10-16,2,low
INV-0393,PRD-099,WH-04,564,465,27.6,20,2024-09-24,1,low
INV-0394,PRD-099,WH-09,926,465,19.3,47,2024-10-06,0,healthy
INV-0395,PRD-099,WH-11,1185,465,41.4,28,2024-11-14,1,healthy
INV-0396,PRD-099,WH-03,804,465,48.8,16,2024-11-24,0,healthy
INV-0397,PRD-100,WH-06,176,127,43.1,4,2024-09-23,1,low
INV-0398,PRD-100,WH-07,272,127,15.6,17,2024-11-15,1,healthy
INV-0399,PRD-100,WH-05,281,127,36.7,7,2024-11-12,0,healthy
INV-0400,PRD-100,WH-08,317,127,42.7,7,2024-09-23,1,healthy
INV-0401,PRD-101,WH-08,340,219,32.1,10,2024-09-01,1,healthy
INV-0402,PRD-101,WH-05,244,219,46.3,5,2024-10-14,0,low
INV-0403,PRD-101,WH-14,206,219,13.0,15,2024-09-08,3,critical
INV-0404,PRD-101,WH-15,402,219,11.6,34,2024-11-07,0,healthy
INV-0405,PRD-102,WH-07,52,283,22.8,2,2024-10-09,3,critical
INV-0406,PRD-102,WH-05,323,283,11.1,29,2024-10-26,2,low
INV-0407,PRD-102,WH-15,163,283,48.2,3,2024-11-30,2,critical
INV-0408,PRD-102,WH-08,374,283,36.2,10,2024-11-25,0,low
INV-0409,PRD-103,WH-14,33,129,36.0,0,2024-09-01,2,critical
INV-0410,PRD-103,WH-06,101,129,47.7,2,2024-09-24,1,critical
INV-0411,PRD-103,WH-08,157,129,19.3,8,2024-11-12,2,low
INV-0412,PRD-103,WH-15,230,129,47.2,4,2024-09-10,1,healthy
INV-0413,PRD-104,WH-06,46,404,44.8,1,2024-10-28,3,critical
INV-0414,PRD-104,WH-07,865,404,16.9,51,2024-10-15,0,healthy
INV-0415,PRD-104,WH-14,611,404,40.4,15,2024-10-20,0,healthy
INV-0416,PRD-104,WH-05,446,404,38.0,11,2024-11-03,1,low
INV-0417,PRD-105,WH-08,636,489,40.5,15,2024-11-27,2,low
INV-0418,PRD-105,WH-07,813,489,12.3,66,2024-10-08,0,healthy
INV-0419,PRD-105,WH-15,845,489,19.3,43,2024-10-14,0,healthy
INV-0420,PRD-105,WH-05,902,489,45.0,20,2024-11-10,0,healthy
INV-0421,PRD-106,WH-05,829,438,24.4,33,2024-09-21,1,healthy
INV-0422,PRD-106,WH-07,871,438,9.6,90,2024-10-23,0,healthy
INV-0423,PRD-106,WH-08,374,438,29.9,12,2024-11-24,3,critical
INV-0424,PRD-106,WH-14,759,438,18.4,41,2024-10-21,0,healthy
INV-0425,PRD-107,WH-14,1000,373,21.2,47,2024-10-08,0,healthy
INV-0426,PRD-107,WH-15,246,373,33.1,7,2024-09-13,2,critical
INV-0427,PRD-107,WH-08,861,373,14.3,60,2024-10-31,0,healthy
INV-0428,PRD-107,WH-05,970,373,18.9,51,2024-11-02,1,healthy
INV-0429,PRD-108,WH-15,366,272,22.4,16,2024-10-18,1,low
INV-0430,PRD-108,WH-07,544,272,25.1,21,2024-10-30,1,healthy
INV-0431,PRD-108,WH-05,547,272,15.2,35,2024-09-20,0,healthy
INV-0432,PRD-108,WH-14,0,272,36.3,0,2024-09-11,3,stockout
INV-0433,PRD-109,WH-06,0,135,31.5,0,2024-09-08,5,stockout
INV-0434,PRD-109,WH-07,188,135,41.8,4,2024-11-27,2,low
INV-0435,PRD-109,WH-05,165,135,30.8,5,2024-10-09,1,low
INV-0436,PRD-109,WH-04,385,135,22.8,16,2024-11-04,0,healthy
INV-0437,PRD-110,WH-03,220,78,48.7,4,2024-09-17,0,healthy
INV-0438,PRD-110,WH-01,204,78,24.1,8,2024-09-26,1,healthy
INV-0439,PRD-110,WH-04,77,78,11.7,6,2024-10-11,3,critical
INV-0440,PRD-110,WH-02,9,78,46.1,0,2024-10-20,1,critical
INV-0441,PRD-111,WH-07,263,260,25.6,10,2024-11-19,2,low
INV-0442,PRD-111,WH-05,367,260,28.5,12,2024-10-24,0,low
INV-0443,PRD-111,WH-03,693,260,11.7,59,2024-09-14,0,healthy
INV-0444,PRD-111,WH-06,333,260,40.1,8,2024-10-15,2,low
INV-0445,PRD-112,WH-04,20,362,32.4,0,2024-10-06,2,critical
INV-0446,PRD-112,WH-03,517,362,11.5,44,2024-11-28,2,low
INV-0447,PRD-112,WH-11,446,362,6.7,66,2024-10-01,2,low
INV-0448,PRD-112,WH-09,821,362,38.6,21,2024-09-03,1,healthy
INV-0449,PRD-113,WH-03,88,123,43.6,2,2024-09-30,1,critical
INV-0450,PRD-113,WH-11,298,123,18.5,16,2024-10-05,1,healthy
INV-0451,PRD-113,WH-10,0,123,23.8,0,2024-09-12,5,stockout
INV-0452,PRD-113,WH-09,289,123,24.9,11,2024-11-06,1,healthy
INV-0453,PRD-114,WH-11,145,54,19.0,7,2024-09-18,1,healthy
INV-0454,PRD-114,WH-03,0,54,43.3,0,2024-09-04,5,stockout
INV-0455,PRD-114,WH-01,106,54,13.7,7,2024-10-02,0,healthy
INV-0456,PRD-114,WH-02,127,54,25.5,4,2024-10-06,0,healthy
INV-0457,PRD-115,WH-03,16,276,46.5,0,2024-10-18,2,critical
INV-0458,PRD-115,WH-04,91,276,31.7,2,2024-11-15,4,critical
INV-0459,PRD-115,WH-09,84,276,20.7,4,2024-11-28,3,critical
INV-0460,PRD-115,WH-10,613,276,17.8,34,2024-09-21,0,healthy
INV-0461,PRD-116,WH-11,106,403,15.1,7,2024-11-23,3,critical
INV-0462,PRD-116,WH-09,602,403,28.1,21,2024-09-02,2,low
INV-0463,PRD-116,WH-02,332,403,46.0,7,2024-11-16,2,critical
INV-0464,PRD-116,WH-10,920,403,15.1,60,2024-10-25,1,healthy
INV-0465,PRD-117,WH-04,659,486,26.0,25,2024-11-19,2,low
INV-0466,PRD-117,WH-03,487,486,31.3,15,2024-11-24,2,low
INV-0467,PRD-117,WH-11,638,486,30.3,21,2024-10-07,2,low
INV-0468,PRD-117,WH-10,609,486,35.8,17,2024-10-14,0,low
INV-0469,PRD-118,WH-05,284,201,34.5,8,2024-09-25,1,low
INV-0470,PRD-118,WH-06,426,201,28.3,15,2024-11-16,0,healthy
INV-0471,PRD-118,WH-03,288,201,34.7,8,2024-09-04,0,low
INV-0472,PRD-118,WH-07,76,201,27.4,2,2024-10-24,3,critical
INV-0473,PRD-119,WH-07,147,190,36.9,3,2024-10-14,2,critical
INV-0474,PRD-119,WH-04,0,190,37.1,0,2024-11-08,5,stockout
INV-0475,PRD-119,WH-06,172,190,40.3,4,2024-11-04,3,critical
INV-0476,PRD-119,WH-01,274,190,43.0,6,2024-09-24,2,low
INV-0477,PRD-120,WH-05,0,75,16.6,0,2024-09-24,5,stockout
INV-0478,PRD-120,WH-01,12,75,45.5,0,2024-10-16,2,critical
INV-0479,PRD-120,WH-04,94,75,38.5,2,2024-10-13,1,low
INV-0480,PRD-120,WH-02,93,75,16.7,5,2024-09-16,1,low
INV-0481,PRD-121,WH-04,1064,447,27.5,38,2024-10-23,1,healthy
INV-0482,PRD-121,WH-01,828,447,44.2,18,2024-09-26,0,healthy
INV-0483,PRD-121,WH-12,592,447,23.4,25,2024-09-19,1,low
INV-0484,PRD-121,WH-02,493,447,43.8,11,2024-11-02,0,low
INV-0485,PRD-122,WH-03,834,367,5.2,160,2024-09-22,0,healthy
INV-0486,PRD-122,WH-02,251,367,39.4,6,2024-09-17,1,critical
INV-0487,PRD-122,WH-13,220,367,24.5,8,2024-10-25,4,critical
INV-0488,PRD-122,WH-04,20,367,22.2,0,2024-10-18,2,critical
INV-0489,PRD-123,WH-01,376,479,5.2,72,2024-09-29,2,critical
INV-0490,PRD-123,WH-03,160,479,44.5,3,2024-09-14,2,critical
INV-0491,PRD-123,WH-02,557,479,27.7,20,2024-09-09,0,low
INV-0492,PRD-123,WH-13,1020,479,18.4,55,2024-11-06,1,healthy
INV-0493,PRD-124,WH-09,88,208,49.8,1,2024-10-16,4,critical
INV-0494,PRD-124,WH-11,0,208,13.5,0,2024-09-03,4,stockout
INV-0495,PRD-124,WH-03,224,208,15.1,14,2024-09-03,0,low
INV-0496,PRD-124,WH-04,32,208,27.7,1,2024-12-01,3,critical
INV-0497,PRD-125,WH-10,0,201,29.1,0,2024-11-16,3,stockout
INV-0498,PRD-125,WH-01,313,201,34.8,8,2024-11-28,0,healthy
INV-0499,PRD-125,WH-04,497,201,23.8,20,2024-11-10,0,healthy
INV-0500,PRD-125,WH-03,220,201,26.3,8,2024-11-28,0,low
INV-0501,PRD-126,WH-10,459,326,34.8,13,2024-11-19,1,low
INV-0502,PRD-126,WH-11,215,326,36.5,5,2024-11-05,1,critical
INV-0503,PRD-126,WH-01,0,326,32.8,0,2024-09-15,4,stockout
INV-0504,PRD-126,WH-03,803,326,27.4,29,2024-10-04,0,healthy
INV-0505,PRD-127,WH-12,186,181,18.3,10,2024-11-03,2,low
INV-0506,PRD-127,WH-02,242,181,36.0,6,2024-10-01,1,low
INV-0507,PRD-127,WH-03,318,181,5.6,56,2024-11-13,0,healthy
INV-0508,PRD-127,WH-04,24,181,27.2,0,2024-09-13,1,critical
INV-0509,PRD-128,WH-03,486,461,25.9,18,2024-09-06,0,low
INV-0510,PRD-128,WH-02,634,461,21.2,29,2024-10-25,1,low
INV-0511,PRD-128,WH-04,0,461,10.2,0,2024-09-02,3,stockout
INV-0512,PRD-128,WH-12,870,461,34.9,24,2024-10-16,1,healthy
INV-0513,PRD-129,WH-04,336,165,21.8,15,2024-09-15,0,healthy
INV-0514,PRD-129,WH-12,223,165,23.0,9,2024-10-20,1,low
INV-0515,PRD-129,WH-03,108,165,43.3,2,2024-09-15,2,critical
INV-0516,PRD-129,WH-13,264,165,36.3,7,2024-09-14,0,healthy
INV-0517,PRD-130,WH-08,313,461,24.7,12,2024-10-16,4,critical
INV-0518,PRD-130,WH-14,351,461,6.3,55,2024-11-01,2,critical
INV-0519,PRD-130,WH-15,211,461,10.1,20,2024-09-06,4,critical
INV-0520,PRD-130,WH-07,1017,461,16.8,60,2024-11-30,0,healthy
INV-0521,PRD-131,WH-15,482,324,28.4,16,2024-10-26,0,low
INV-0522,PRD-131,WH-14,247,324,37.7,6,2024-11-24,3,critical
INV-0523,PRD-131,WH-06,77,324,33.9,2,2024-09-02,1,critical
INV-0524,PRD-131,WH-07,259,324,47.0,5,2024-11-03,4,critical
INV-0525,PRD-132,WH-06,420,349,19.9,21,2024-11-04,0,low
INV-0526,PRD-132,WH-05,445,349,29.8,14,2024-10-01,1,low
INV-0527,PRD-132,WH-08,984,349,25.7,38,2024-11-03,0,healthy
INV-0528,PRD-132,WH-15,476,349,19.2,24,2024-11-23,2,low
INV-0529,PRD-133,WH-01,255,169,30.1,8,2024-11-17,0,healthy
INV-0530,PRD-133,WH-08,131,169,33.7,3,2024-11-23,2,critical
INV-0531,PRD-133,WH-04,88,169,25.5,3,2024-09-07,3,critical
INV-0532,PRD-133,WH-06,211,169,43.0,4,2024-11-19,2,low
INV-0533,PRD-134,WH-08,0,362,25.4,0,2024-11-24,3,stockout
INV-0534,PRD-134,WH-06,452,362,5.1,88,2024-10-08,2,low
INV-0535,PRD-134,WH-07,360,362,28.5,12,2024-09-06,1,critical
INV-0536,PRD-134,WH-03,965,362,27.2,35,2024-10-03,0,healthy
INV-0537,PRD-135,WH-04,608,408,25.6,23,2024-12-01,0,low
INV-0538,PRD-135,WH-02,514,408,9.8,52,2024-11-21,0,low
INV-0539,PRD-135,WH-01,396,408,31.5,12,2024-10-29,4,critical
INV-0540,PRD-135,WH-08,259,408,31.5,8,2024-11-03,2,critical
INV-0541,PRD-136,WH-01,99,69,42.7,2,2024-09-23,2,low
INV-0542,PRD-136,WH-12,17,69,31.0,0,2024-10-20,1,critical
INV-0543,PRD-136,WH-13,42,69,32.0,1,2024-10-24,4,critical
INV-0544,PRD-136,WH-03,32,69,46.2,0,2024-10-21,3,critical
INV-0545,PRD-137,WH-03,848,325,23.6,35,2024-11-29,1,healthy
INV-0546,PRD-137,WH-13,284,325,43.7,6,2024-09-26,2,critical
INV-0547,PRD-137,WH-04,399,325,33.1,12,2024-10-15,2,low
INV-0548,PRD-137,WH-01,92,325,11.0,8,2024-11-30,3,critical
INV-0549,PRD-138,WH-01,364,406,47.4,7,2024-11-26,4,critical
INV-0550,PRD-138,WH-03,0,406,45.2,0,2024-10-07,5,stockout
INV-0551,PRD-138,WH-04,539,406,41.4,13,2024-09-04,0,low
INV-0552,PRD-138,WH-12,577,406,11.5,50,2024-09-26,0,low
INV-0553,PRD-139,WH-03,748,262,42.8,17,2024-09-27,1,healthy
INV-0554,PRD-139,WH-02,0,262,29.4,0,2024-10-28,4,stockout
INV-0555,PRD-139,WH-11,740,262,32.7,22,2024-11-22,0,healthy
INV-0556,PRD-139,WH-09,148,262,22.5,6,2024-10-19,1,critical
INV-0557,PRD-140,WH-04,394,193,38.5,10,2024-09-29,1,healthy
INV-0558,PRD-140,WH-11,166,193,36.7,4,2024-11-15,3,critical
INV-0559,PRD-140,WH-03,51,193,38.2,1,2024-10-08,2,critical
INV-0560,PRD-140,WH-01,280,193,13.0,21,2024-09-24,0,low
INV-0561,PRD-141,WH-02,205,170,6.8,30,2024-10-04,2,low
INV-0562,PRD-141,WH-10,472,170,12.2,38,2024-09-01,1,healthy
INV-0563,PRD-141,WH-09,189,170,26.0,7,2024-09-20,0,low
INV-0564,PRD-141,WH-01,250,170,31.9,7,2024-11-24,2,low
INV-0565,PRD-142,WH-03,898,380,40.3,22,2024-09-24,0,healthy
INV-0566,PRD-142,WH-04,259,380,8.1,31,2024-10-24,2,critical
INV-0567,PRD-142,WH-09,48,380,29.2,1,2024-09-29,3,critical
INV-0568,PRD-142,WH-11,464,380,34.9,13,2024-10-08,1,low
INV-0569,PRD-143,WH-02,333,484,42.1,7,2024-09-15,1,critical
INV-0570,PRD-143,WH-09,124,484,20.6,6,2024-09-06,2,critical
INV-0571,PRD-143,WH-10,196,484,44.9,4,2024-10-20,1,critical
INV-0572,PRD-143,WH-04,556,484,29.3,18,2024-11-06,0,low
INV-0573,PRD-144,WH-11,58,60,7.0,8,2024-10-12,2,critical
INV-0574,PRD-144,WH-03,7,60,8.7,0,2024-11-08,2,critical
INV-0575,PRD-144,WH-09,5,60,5.3,0,2024-11-25,2,critical
INV-0576,PRD-144,WH-04,56,60,39.8,1,2024-09-14,4,critical
INV-0577,PRD-145,WH-02,0,339,35.9,0,2024-10-29,3,stockout
INV-0578,PRD-145,WH-09,0,339,19.9,0,2024-09-10,3,stockout
INV-0579,PRD-145,WH-04,639,339,13.0,49,2024-11-13,0,healthy
INV-0580,PRD-145,WH-01,443,339,46.0,9,2024-10-28,1,low
INV-0581,PRD-146,WH-10,271,160,22.5,12,2024-11-22,0,healthy
INV-0582,PRD-146,WH-04,0,160,32.8,0,2024-11-14,5,stockout
INV-0583,PRD-146,WH-11,259,160,36.5,7,2024-11-04,1,healthy
INV-0584,PRD-146,WH-03,416,160,18.0,23,2024-11-17,1,healthy
INV-0585,PRD-147,WH-01,51,51,42.0,1,2024-09-21,1,low
INV-0586,PRD-147,WH-03,48,51,14.9,3,2024-11-09,4,critical
INV-0587,PRD-147,WH-04,55,51,48.2,1,2024-11-26,1,low
INV-0588,PRD-147,WH-09,0,51,34.2,0,2024-11-10,3,stockout
INV-0589,PRD-148,WH-12,469,178,30.8,15,2024-10-10,0,healthy
INV-0590,PRD-148,WH-02,222,178,38.7,5,2024-10-23,0,low
INV-0591,PRD-148,WH-01,37,178,43.3,0,2024-09-24,2,critical
INV-0592,PRD-148,WH-04,210,178,32.8,6,2024-09-15,0,low
INV-0593,PRD-149,WH-02,242,233,34.0,7,2024-11-25,1,low
INV-0594,PRD-149,WH-12,452,233,16.3,27,2024-10-13,1,healthy
INV-0595,PRD-149,WH-01,316,233,10.8,29,2024-09-13,0,low
INV-0596,PRD-149,WH-03,348,233,32.9,10,2024-10-11,0,low
INV-0597,PRD-150,WH-04,75,114,18.8,3,2024-11-12,2,critical
INV-0598,PRD-150,WH-13,41,114,21.4,1,2024-09-22,4,critical
INV-0599,PRD-150,WH-03,228,114,19.1,11,2024-10-06,1,healthy
INV-0600,PRD-150,WH-12,160,114,11.0,14,2024-11-01,1,low
